"ID";"ANYO_PROCESO";"COD_CARRERA";"COD_UNIVERSIDAD";"AUTOEFICACIA";"MOT_APRENDIZAJE";"MOT_DESEMPENO";"AUTORREGULACION"
"L5587541762";2025;50931;50;"2";"3";"1";"2"
"L8087811760";2025;11022;11;"2";"2";"2";"2"
"L2888271758";2025;34020;34;"";"";"";"2"
"L3288401754";2025;34029;34;"2";"1";"1";"3"
"L9188511756";2025;35071;35;"2";"3";"2";"3"
"L1389641755";2025;56625;56;"2";"2";"3";"3"
"L3191321762";2025;55008;55;"3";"2";"2";"2"
"L7492201755";2025;17036;17;"3";"2";"2";"2"
"L7492211756";2025;45017;45;"3";"3";"1";"3"
"L0292571755";2025;20011;20;"3";"3";"2";"2"
"L5092601758";2025;11028;11;"2";"3";"1";"2"
"L2293101756";2025;55042;55;"1";"1";"1";"1"
"L6794421752";2025;26007;26;"2";"3";"1";"3"
"L7194531755";2025;13035;13;"2";"3";"1";"2"
"L5495401755";2025;58013;58;"2";"3";"2";"3"
"L0697001753";2025;17032;17;"2";"3";"1";"2"
"L1698011753";2025;25067;25;"2";"3";"2";"3"
"L1698301752";2025;37022;37;"2";"2";"1";"3"
"L9199561762";2025;16047;16;"1";"3";"2";"1"
"L0300311852";2025;17040;17;"3";"3";"2";"3"
"L2300451858";2025;23059;23;"1";"2";"1";"1"
"L4500601862";2025;55006;55;"1";"2";"2";"2"
"L4900831851";2025;23018;23;"3";"3";"2";"3"
"L8501091857";2025;25053;25;"1";"3";"1";"2"
"L6402291852";2025;19039;19;"1";"2";"2";"1"
"L1802401852";2025;41056;41;"3";"3";"2";"3"
"L3202611857";2025;50921;50;"1";"2";"3";"1"
"L3304401857";2025;47151;47;"2";"2";"2";"2"
"L8505011852";2025;35061;35;"2";"2";"1";"2"
"L8905181857";2025;45016;45;"3";"3";"1";"3"
"L2705381852";2025;50928;50;"3";"3";"1";"3"
"L0705911860";2025;16060;16;"3";"2";"1";"2"
"L9906371858";2025;15462;15;"2";"2";"1";"1"
"L5706641859";2025;16060;16;"1";"1";"1";"1"
"L5506991860";2025;55107;55;"2";"3";"2";"2"
"L9307421857";2025;39110;39;"2";"3";"2";"3"
"L5007851852";2025;39103;39;"2";"2";"1";"1"
"L2707851859";2025;11523;11;"2";"3";"1";"3"
"L5408201854";2025;56221;56;"2";"2";"1";"3"
"L2808611851";2025;11022;11;"1";"1";"1";"1"
"L5008611854";2025;41212;41;"2";"";"";""
"L3908621858";2025;50919;50;"3";"2";"1";"3"
"L0309041860";2025;50929;50;"2";"3";"3";"3"
"L5109561860";2025;21048;21;"2";"2";"2";"2"
"L4709831853";2025;56211;56;"2";"2";"2";"2"
"L7410371862";2025;48008;48;"2";"1";"1";"2"
"L4010641860";2025;50121;50;"3";"3";"2";"2"
"L6610831859";2025;55032;55;"1";"2";"2";"1"
"L4711131859";2025;41015;41;"2";"3";"1";"1"
"L1611951851";2025;56127;56;"3";"2";"1";"1"
"L2412261859";2025;11508;11;"3";"3";"2";"1"
"L1912381857";2025;20050;20;"3";"3";"3";"3"
"L3412431855";2025;29078;29;"3";"3";"2";"3"
"L4212801854";2025;11521;11;"3";"2";"1";"2"
"L9812821853";2025;39115;39;"1";"2";"2";"2"
"L1413251854";2025;39409;39;"2";"2";"1";"2"
"L4313561854";2025;13067;13;"1";"3";"1";"2"
"L9114471854";2025;12039;12;"3";"3";"1";"2"
"L7214831851";2025;30020;30;"1";"3";"1";"3"
"L4215081858";2025;16042;16;"1";"2";"2";"2"
"L6715501856";2025;36011;36;"3";"3";"3";"3"
"L3516121852";2025;48001;48;"3";"3";"1";"2"
"L0918841862";2025;50929;50;"2";"2";"2";"2"
"L4819011860";2025;50930;50;"3";"2";"1";"2"
"L7919161855";2025;56205;56;"2";"3";"1";"2"
"L9619161858";2025;11072;11;"3";"3";"2";"2"
"L6919211859";2025;56210;56;"2";"3";"2";"2"
"L8120411851";2025;32014;32;"1";"1";"2";"2"
"L1520441858";2025;50230;50;"1";"3";"2";"3"
"L8221001857";2025;39135;39;"3";"3";"1";"2"
"L2321421851";2025;16103;16;"3";"3";"2";"2"
"L1022411855";2025;55065;55;"1";"2";"2";"2"
"L5423001853";2025;29017;29;"2";"1";"1";"1"
"L3923581856";2025;26025;26;"1";"2";"2";"2"
"L5923651860";2025;41098;41;"3";"2";"1";"2"
"L8323661856";2025;14201;14;"3";"3";"3";"2"
"L0223681860";2025;33412;33;"3";"2";"1";"1"
"L9423781855";2025;12058;12;"3";"3";"1";"3"
"L4424451860";2025;21057;21;"2";"1";"1";"1"
"L2724911858";2025;52504;52;"2";"2";"2";"3"
"L9224911858";2025;52070;52;"3";"2";"2";"2"
"L9326051854";2025;26084;26;"1";"2";"2";"2"
"L2526561851";2025;23073;23;"3";"2";"1";"2"
"L8326841857";2025;26093;26;"2";"2";"2";"3"
"L1726991860";2025;19015;19;"2";"2";"1";"3"
"L4127861862";2025;52504;52;"1";"2";"1";"2"
"L7027891860";2025;19022;19;"2";"2";"2";"2"
"L1128891857";2025;32011;32;"2";"2";"1";"2"
"L1029331860";2025;56128;56;"1";"";"1";"2"
"L2829361858";2025;11003;11;"3";"1";"1";"2"
"L9229531857";2025;41218;41;"1";"1";"1";"1"
"L8229561855";2025;46401;46;"3";"2";"2";"1"
"L7129721862";2025;19092;19;"2";"2";"1";"2"
"L6329801853";2025;41071;41;"3";"2";"3";"2"
"L7429861852";2025;55065;55;"2";"3";"1";"1"
"L4529901851";2025;42022;42;"2";"3";"3";"2"
"L7130301857";2025;26032;26;"3";"3";"2";"2"
"L1531031862";2025;56524;56;"2";"3";"1";"3"
"L7331311852";2025;55013;55;"3";"1";"1";"2"
"L9531691851";2025;55093;55;"2";"1";"1";"1"
"L7232681860";2025;21073;21;"2";"3";"3";"2"
"L4733341862";2025;21002;21;"2";"2";"2";"2"
"L5733511851";2025;47151;47;"2";"1";"1";"2"
"L3833751852";2025;36011;36;"2";"2";"1";"3"
"L5033781853";2025;21053;21;"1";"3";"2";"2"
"L0635601853";2025;16040;16;"2";"3";"1";"2"
"L7237591859";2025;41097;41;"3";"3";"2";"3"
"L5237821851";2025;47305;47;"3";"3";"3";"3"
"L2038751855";2025;36029;36;"3";"2";"2";"2"
"L5539031852";2025;44022;44;"2";"3";"2";"3"
"L3039281854";2025;46101;46;"2";"2";"1";"1"
"L9840011851";2025;55054;55;"1";"2";"2";"2"
"L5940171856";2025;55062;55;"1";"1";"1";"1"
"L3840201862";2025;30039;30;"3";"3";"2";"3"
"L8740771858";2025;14038;14;"2";"1";"3";"2"
"L4240881859";2025;20022;20;"2";"2";"1";"1"
"L1941251862";2025;50919;50;"2";"3";"1";"2"
"L1041381856";2025;13024;13;"2";"1";"2";"1"
"L5641641862";2025;56621;56;"2";"2";"2";"2"
"L5541831859";2025;50128;50;"1";"2";"1";"3"
"L2442651851";2025;50808;50;"2";"3";"3";"3"
"L4642721858";2025;13054;13;"2";"3";"1";"2"
"L1343921855";2025;49303;49;"3";"3";"1";"1"
"L4443951860";2025;30094;30;"1";"2";"2";"1"
"L9944101858";2025;41006;41;"1";"3";"3";"1"
"L5544121852";2025;11042;11;"3";"2";"2";"2"
"L3344131853";2025;13074;13;"1";"1";"1";"1"
"L8244331858";2025;56104;56;"3";"1";"2";"1"
"L1044771858";2025;24093;24;"3";"3";"1";"3"
"L0445101853";2025;29072;29;"1";"1";"1";"1"
"L5945341859";2025;47001;47;"1";"2";"2";"3"
"L3545881856";2025;35068;35;"2";"3";"2";"3"
"L9245891853";2025;39112;39;"2";"3";"3";"1"
"L0246451855";2025;37040;37;"1";"1";"1";"1"
"L2946551859";2025;12028;12;"2";"3";"3";"3"
"L4747231862";2025;55114;55;"1";"2";"2";"2"
"L2647251858";2025;50208;50;"2";"1";"1";"3"
"L4948081856";2025;49119;49;"3";"2";"1";"2"
"L4348111857";2025;56410;56;"3";"3";"3";"2"
"L9848431858";2025;18040;18;"2";"3";"2";"2"
"L7248581857";2025;49320;49;"2";"2";"2";"2"
"L4648741862";2025;41212;41;"3";"2";"1";"3"
"L3949071860";2025;48001;48;"2";"2";"1";"2"
"L5250051858";2025;41208;41;"2";"2";"2";"1"
"L7650171852";2025;18072;18;"3";"3";"3";"3"
"L0550481855";2025;56621;56;"1";"2";"2";"2"
"L4750981856";2025;19024;19;"3";"2";"1";"3"
"L4651291859";2025;37090;37;"1";"1";"1";"1"
"L6351371851";2025;39126;39;"2";"1";"1";"1"
"L1052901855";2025;56210;56;"3";"3";"3";"3"
"L2353031854";2025;20025;20;"2";"3";"1";"1"
"L8953571860";2025;41130;41;"2";"3";"2";"2"
"L8354381854";2025;50919;50;"1";"2";"2";"2"
"L4454671851";2025;20050;20;"3";"2";"1";"2"
"L6855021858";2025;56514;56;"2";"3";"2";"3"
"L3555121852";2025;32163;32;"3";"3";"2";"3"
"L4655381854";2025;55065;55;"2";"2";"2";"1"
"L7155681852";2025;55008;55;"2";"1";"2";"1"
"L4955921851";2025;50801;50;"3";"2";"2";"2"
"L0556221854";2025;51184;51;"1";"1";"1";"2"
"L9556231851";2025;26005;26;"2";"3";"1";"2"
"L6356671860";2025;21073;21;"2";"3";"1";"1"
"L4456691852";2025;19062;19;"3";"3";"2";"2"
"L6656751855";2025;25042;25;"1";"2";"2";"2"
"L2656771852";2025;26052;26;"3";"3";"2";"2"
"L6356931851";2025;26095;26;"2";"2";"2";"2"
"L1257071862";2025;41026;41;"3";"3";"1";"3"
"L6457421860";2025;55037;55;"";"2";"2";"3"
"L9257521854";2025;49316;49;"1";"1";"3";"2"
"L2357941853";2025;26010;26;"3";"3";"1";"3"
"L1157941857";2025;32061;32;"1";"2";"1";"2"
"L5857961859";2025;49011;49;"3";"2";"1";"1"
"L3257991856";2025;24041;24;"1";"2";"1";"1"
"L3958041860";2025;24093;24;"3";"3";"2";"1"
"L6858571860";2025;26303;26;"";"";"";"3"
"L8758631851";2025;19045;19;"2";"3";"2";"2"
"L5758951859";2025;17003;17;"2";"3";"2";"2"
"L6159741859";2025;56208;56;"2";"3";"2";"2"
"L3759961860";2025;22059;22;"2";"3";"2";"3"
"L5160761858";2025;45028;45;"1";"2";"1";"2"
"L0160951860";2025;55015;55;"1";"2";"1";"2"
"L2061331857";2025;45025;45;"2";"2";"1";"1"
"L9861791858";2025;26005;26;"2";"2";"2";"2"
"L7862031854";2025;21056;21;"1";"2";"1";"2"
"L8262071853";2025;47431;47;"1";"2";"2";"2"
"L1962121854";2025;20025;20;"2";"2";"2";"2"
"L5862471859";2025;55062;55;"2";"3";"1";"2"
"L9562691862";2025;46104;46;"3";"2";"1";"3"
"L8262991851";2025;19080;19;"3";"3";"1";"2"
"L2063011857";2025;55070;55;"2";"3";"3";"1"
"L2763561858";2025;41168;41;"2";"2";"1";"1"
"L9963961860";2025;50921;50;"3";"3";"3";"3"
"L9464201859";2025;11022;11;"2";"1";"1";"1"
"L1964731853";2025;47491;47;"2";"2";"2";"2"
"L0364741862";2025;11040;11;"2";"2";"1";"1"
"L5565031860";2025;45036;45;"1";"1";"1";"1"
"L5865171854";2025;37046;37;"2";"";"2";"1"
"L9265351859";2025;32160;32;"3";"1";"1";"2"
"L2165821853";2025;50529;50;"3";"3";"2";"3"
"L3665971859";2025;41097;41;"2";"2";"1";"1"
"L7366291858";2025;52443;52;"2";"3";"1";"2"
"L3666631852";2025;50812;50;"1";"2";"2";"2"
"L1067371855";2025;21053;21;"2";"3";"2";"2"
"L2667701853";2025;51253;51;"1";"1";"1";"1"
"L0267701858";2025;55034;55;"2";"2";"2";"2"
"L4568181856";2025;49217;49;"1";"2";"1";"3"
"L5968351854";2025;41197;41;"2";"2";"";"2"
"L5468441856";2025;15562;15;"3";"2";"2";"2"
"L1668471860";2025;20023;20;"3";"2";"1";"1"
"L5768511860";2025;21069;21;"1";"2";"2";"2"
"L0569001852";2025;25053;25;"";"2";"";"2"
"L0269321859";2025;21053;21;"3";"3";"1";"3"
"L4870071856";2025;41059;41;"3";"3";"1";"3"
"L6970191860";2025;45009;45;"2";"2";"2";"2"
"L4070471851";2025;14013;14;"2";"1";"2";"2"
"L6970691862";2025;16085;16;"2";"3";"2";"2"
"L4770771856";2025;20086;20;"2";"1";"1";"1"
"L2370851854";2025;17015;17;"1";"2";"1";"2"
"L9271241855";2025;23078;23;"2";"2";"1";"2"
"L2471811852";2025;16048;16;"1";"2";"2";"1"
"L1271871855";2025;13011;13;"2";"3";"2";"2"
"L5571911862";2025;17085;17;"1";"3";"3";"3"
"L0172101862";2025;56210;56;"2";"2";"2";"3"
"L6572391862";2025;13093;13;"1";"2";"2";"2"
"L8073171851";2025;13068;13;"2";"3";"1";"2"
"L7373271853";2025;11060;11;"2";"3";"1";"2"
"L5773561852";2025;17825;17;"2";"2";"2";"2"
"L5473721859";2025;51260;51;"3";"3";"3";"3"
"L5473871854";2025;49103;49;"3";"2";"";"2"
"L9174071854";2025;39135;39;"3";"2";"1";"2"
"L0774291859";2025;55007;55;"1";"2";"1";"2"
"L2674361852";2025;46104;46;"2";"2";"2";"2"
"L3074551859";2025;45009;45;"3";"2";"1";"3"
"L9974561852";2025;36002;36;"2";"3";"3";"3"
"L8974671855";2025;14003;14;"2";"3";"2";"3"
"L0174701856";2025;17008;17;"1";"2";"2";"2"
"L4574791859";2025;38167;38;"3";"2";"1";"3"
"L9174881851";2025;56410;56;"1";"1";"1";"1"
"L2875381851";2025;50230;50;"1";"3";"1";"1"
"L4775601851";2025;37100;37;"3";"3";"1";"3"
"L3775861859";2025;25050;25;"1";"2";"2";"2"
"L4276231862";2025;39107;39;"1";"2";"1";"2"
"L3376381857";2025;56416;56;"2";"3";"2";"3"
"L0076721853";2025;55044;55;"1";"2";"1";"1"
"L7876821860";2025;55041;55;"3";"2";"1";"3"
"L3277061853";2025;11063;11;"2";"3";"1";"2"
"L7577741858";2025;56718;56;"2";"1";"2";"1"
"L0477871862";2025;56718;56;"1";"1";"1";"2"
"L9877981852";2025;34024;34;"2";"3";"1";"1"
"L5878111860";2025;55037;55;"2";"1";"3";"1"
"L3778421851";2025;14087;14;"1";"1";"1";"2"
"L3078801854";2025;22107;22;"2";"2";"1";"2"
"L9179231853";2025;45004;45;"2";"3";"";"3"
"L4879281862";2025;18057;18;"2";"3";"2";"2"
"L4779641857";2025;21053;21;"1";"1";"2";"1"
"L6980191859";2025;32146;32;"1";"1";"1";"1"
"L0880701862";2025;49206;49;"1";"1";"1";"1"
"L3580831856";2025;44026;44;"1";"2";"1";"3"
"L4880951856";2025;37027;37;"1";"1";"2";"2"
"L5081371851";2025;36065;36;"2";"3";"2";"2"
"L5782201862";2025;44036;44;"2";"3";"1";"2"
"L2382411851";2025;32037;32;"3";"3";"1";"3"
"L6582851855";2025;55074;55;"2";"3";"1";"2"
"L7783111858";2025;46110;46;"2";"2";"1";"2"
"L2983301858";2025;45005;45;"2";"2";"1";"1"
"L4983381855";2025;50929;50;"1";"2";"2";"2"
"L9983891855";2025;49104;49;"1";"3";"3";"2"
"L0384061857";2025;50528;50;"1";"1";"2";"1"
"L3184201855";2025;41022;41;"2";"1";"1";"2"
"L0384281853";2025;55024;55;"1";"2";"1";"2"
"L2684921858";2025;55088;55;"1";"2";"1";"1"
"L4985081851";2025;39105;39;"2";"2";"1";"2"
"L6185131855";2025;16096;16;"2";"2";"1";"3"
"L5385211853";2025;55023;55;"2";"3";"3";"3"
"L7585251854";2025;14037;14;"1";"2";"1";"2"
"L2985461854";2025;30020;30;"1";"2";"2";"2"
"L6486011859";2025;14012;14;"1";"3";"1";"1"
"L2286641851";2025;16004;16;"1";"1";"1";"1"
"L3386861856";2025;22023;22;"2";"3";"2";"2"
"L7586941858";2025;23047;23;"2";"2";"2";"2"
"L5987441852";2025;30058;30;"3";"3";"3";"2"
"L7187571854";2025;55103;55;"3";"";"";"1"
"L6887631851";2025;37035;37;"1";"2";"2";"1"
"L2688141854";2025;21053;21;"3";"3";"2";"2"
"L0188361862";2025;21053;21;"3";"3";"2";"3"
"L0288471862";2025;55117;55;"2";"1";"1";"1"
"L3788611853";2025;13108;13;"1";"2";"2";"2"
"L4188791862";2025;17084;17;"2";"2";"1";"2"
"L9789241862";2025;17827;17;"2";"2";"2";"2"
"L0589701859";2025;45014;45;"3";"3";"3";"3"
"L9089701852";2025;39141;39;"3";"2";"1";"1"
"L8489781853";2025;33412;33;"2";"3";"1";"2"
"L4291441853";2025;26303;26;"3";"3";"1";"3"
"L9191481852";2025;26084;26;"3";"3";"2";"3"
"L4691691851";2025;11004;11;"2";"2";"1";"2"
"L6791981852";2025;11045;11;"2";"2";"1";"1"
"L6892081851";2025;41021;41;"3";"2";"1";"2"
"L1992791853";2025;50833;50;"2";"2";"2";"3"
"L5292821860";2025;11021;11;"2";"2";"2";"2"
"L9993251852";2025;11028;11;"3";"2";"2";"2"
"L8593671858";2025;38167;38;"1";"3";"1";"1"
"L2893791852";2025;16030;16;"2";"3";"3";"1"
"L5094031857";2025;52070;52;"2";"1";"1";"1"
"L6194691858";2025;56218;56;"2";"2";"1";"2"
"L9494691859";2025;12097;12;"1";"3";"2";"2"
"L2794751862";2025;50833;50;"2";"";"";"1"
"L0495021860";2025;16047;16;"2";"2";"2";"2"
"L9895191859";2025;47002;47;"1";"1";"1";"2"
"L0695411862";2025;47431;47;"1";"2";"2";"1"
"L1695741851";2025;41118;41;"2";"3";"1";"2"
"L8995911855";2025;49309;49;"2";"2";"";"2"
"L6396741851";2025;34039;34;"3";"3";"2";"3"
"L5696761851";2025;35017;35;"1";"1";"1";"1"
"L3697041860";2025;16060;16;"3";"2";"1";"2"
"L0997091860";2025;51260;51;"2";"2";"1";"2"
"L0997201859";2025;18067;18;"";"";"";"2"
"L8797431857";2025;41200;41;"1";"2";"2";"2"
"L2697661859";2025;56424;56;"3";"2";"1";"3"
"L5198061854";2025;41066;41;"2";"3";"2";"2"
"L4498401858";2025;12024;12;"3";"3";"1";"3"
"L5198531853";2025;25042;25;"1";"2";"1";"2"
"L8098591854";2025;25053;25;"2";"1";"1";"1"
"L5098601855";2025;41026;41;"1";"2";"1";"1"
"L7699071852";2025;13024;13;"3";"2";"2";"1"
"L9999291857";2025;11022;11;"1";"1";"2";"1"
"L6999331854";2025;45031;45;"3";"3";"1";"2"
"L1199591853";2025;21069;21;"2";"3";"1";"1"
"L7099701858";2025;19074;19;"1";"1";"1";"1"
"L0999861859";2025;19017;19;"3";"2";"1";"2"
"L7100501956";2025;38162;38;"2";"3";"2";"3"
"L1700791956";2025;41096;41;"1";"3";"2";"2"
"L4701151954";2025;30038;30;"2";"1";"2";"1"
"L0001301952";2025;17040;17;"2";"3";"2";"3"
"L0701561951";2025;14038;14;"2";"2";"2";"1"
"L7701571955";2025;15181;15;"1";"1";"2";"2"
"L5601711962";2025;47006;47;"2";"1";"1";"1"
"L1302011951";2025;38325;38;"2";"2";"1";"2"
"L8002351952";2025;49114;49;"3";"2";"2";"2"
"L3702611960";2025;12027;12;"3";"3";"1";"3"
"L0002821953";2025;50210;50;"1";"2";"1";"2"
"L8903291951";2025;50833;50;"3";"2";"1";"2"
"L5703961955";2025;24094;24;"1";"1";"2";"1"
"L9304351962";2025;49215;49;"3";"2";"2";"2"
"L2104791956";2025;55041;55;"1";"2";"3";"1"
"L1704881951";2025;56510;56;"2";"1";"1";"1"
"L5804891959";2025;19017;19;"1";"1";"1";"2"
"L0206171955";2025;47431;47;"1";"1";"2";"1"
"L5906341958";2025;45038;45;"3";"3";"2";"2"
"L3906361951";2025;45021;45;"2";"2";"2";"2"
"L6606531956";2025;20025;20;"1";"3";"1";"3"
"L0907421956";2025;29086;29;"1";"1";"2";"1"
"L1307491960";2025;37098;37;"1";"1";"1";"2"
"L8207501951";2025;12096;12;"1";"2";"1";"2"
"L7307541962";2025;30012;30;"3";"3";"1";"3"
"L3507981962";2025;50930;50;"2";"3";"3";"3"
"L7208191959";2025;56524;56;"3";"3";"1";"3"
"L2808301957";2025;29082;29;"1";"2";"3";"2"
"L1308341962";2025;16038;16;"2";"3";"3";"2"
"L4508451955";2025;44007;44;"1";"3";"2";"2"
"L6508451962";2025;16104;16;"3";"1";"1";"2"
"L5708721959";2025;13046;13;"2";"3";"2";"2"
"L3708901955";2025;11520;11;"1";"3";"1";"2"
"L0808941957";2025;39411;39;"1";"1";"2";"1"
"L0909041956";2025;13037;13;"1";"2";"2";"2"
"L0609201959";2025;50126;50;"2";"2";"2";"1"
"L3909201960";2025;41104;41;"2";"2";"2";"3"
"L0309531957";2025;20050;20;"2";"2";"2";"2"
"L1109661954";2025;12054;12;"2";"3";"3";"2"
"L2609931960";2025;18069;18;"2";"3";"1";"2"
"L7510761953";2025;56608;56;"1";"1";"1";"1"
"L0710901955";2025;13068;13;"2";"2";"1";"1"
"L1210901959";2025;13032;13;"1";"2";"2";"2"
"L0810961957";2025;55056;55;"3";"3";"3";"3"
"L5611011955";2025;13039;13;"2";"2";"1";"2"
"L8511331960";2025;41165;41;"1";"1";"1";"1"
"L4211531962";2025;50919;50;"3";"3";"1";"2"
"L8611961957";2025;41109;41;"2";"1";"2";"1"
"L3312031957";2025;56624;56;"1";"2";"1";"3"
"L9512051959";2025;56621;56;"1";"1";"1";"2"
"L0912281955";2025;38327;38;"1";"2";"2";"2"
"L7412571954";2025;55015;55;"3";"2";"2";"2"
"L2312701962";2025;29072;29;"2";"3";"1";"2"
"L7412741955";2025;58036;58;"2";"3";"3";"2"
"L6913191960";2025;48002;48;"3";"3";"2";"3"
"L7613381958";2025;38338;38;"1";"1";"1";"2"
"L5313401962";2025;14104;14;"3";"3";"2";"2"
"L2413421952";2025;11061;11;"2";"3";"1";"1"
"L2013451956";2025;38083;38;"3";"2";"3";"2"
"L6513541962";2025;11024;11;"1";"1";"1";"1"
"L6814051957";2025;33080;33;"2";"3";"3";"2"
"L3414231956";2025;16040;16;"1";"2";"2";"2"
"L5914281951";2025;16091;16;"1";"2";"2";"1"
"L3114471957";2025;19043;19;"1";"2";"2";"2"
"L0314501954";2025;30066;30;"2";"2";"3";"2"
"L5114911953";2025;22056;22;"2";"2";"1";"2"
"L0814951955";2025;22075;22;"1";"2";"2";"1"
"L9914961954";2025;46103;46;"1";"2";"2";"2"
"L1515091954";2025;41098;41;"2";"2";"2";"1"
"L6815121951";2025;19041;19;"3";"1";"2";"2"
"L2515191958";2025;19092;19;"2";"3";"1";"2"
"L1915541953";2025;37040;37;"3";"3";"2";"2"
"L8915551960";2025;49334;49;"2";"3";"";"3"
"L9815731955";2025;36077;36;"2";"1";"1";"1"
"L3615771955";2025;36061;36;"3";"2";"1";"2"
"L3915771962";2025;29037;29;"1";"2";"3";"1"
"L8815771957";2025;41111;41;"1";"2";"1";"3"
"L1815781955";2025;36009;36;"2";"1";"1";"1"
"L9915781955";2025;29021;29;"1";"2";"1";"1"
"L2315821954";2025;47002;47;"2";"2";"2";"1"
"L7515831959";2025;49109;49;"3";"3";"2";"3"
"L7915961954";2025;16039;16;"2";"2";"3";"2"
"L9515971956";2025;50919;50;"2";"3";"3";"2"
"L7015991954";2025;12026;12;"2";"3";"1";"2"
"L6816001952";2025;41000;41;"2";"2";"1";"3"
"L0816031953";2025;19045;19;"2";"2";"2";"2"
"L5816051962";2025;52150;52;"2";"3";"1";"2"
"L2316231962";2025;39120;39;"1";"3";"1";"2"
"L5216431958";2025;55020;55;"2";"2";"1";"3"
"L2616551952";2025;11027;11;"2";"3";"2";"2"
"L5916551952";2025;55094;55;"3";"3";"2";"3"
"L2816571957";2025;56218;56;"2";"3";"1";"3"
"L7116701957";2025;32162;32;"2";"2";"1";"2"
"L2816771952";2025;50101;50;"2";"3";"2";"2"
"L2916851962";2025;29072;29;"2";"3";"2";"3"
"L7417091956";2025;21041;21;"2";"1";"1";"2"
"L8717091954";2025;21041;21;"1";"1";"2";"2"
"L1217141956";2025;56106;56;"1";"2";"2";"1"
"L3717521962";2025;11068;11;"1";"1";"1";"1"
"L1417651962";2025;19068;19;"1";"3";"2";"2"
"L7517711953";2025;55015;55;"2";"2";"2";"2"
"L3717981962";2025;55031;55;"1";"2";"2";"2"
"L2718021962";2025;19017;19;"1";"2";"2";"1"
"L6618111962";2025;23069;23;"1";"2";"2";"2"
"L4918181958";2025;30064;30;"2";"1";"2";"2"
"L2318221960";2025;41032;41;"2";"2";"2";"1"
"L1218331952";2025;11011;11;"3";"3";"3";"3"
"L9918451957";2025;21047;21;"2";"2";"2";"2"
"L8018661951";2025;16098;16;"3";"3";"1";"1"
"L6518871957";2025;49103;49;"3";"2";"2";"2"
"L2018941952";2025;20050;20;"3";"3";"2";"2"
"L8719081962";2025;49120;49;"2";"2";"1";"1"
"L2819111956";2025;50929;50;"1";"1";"3";"2"
"L2219201956";2025;41089;41;"3";"3";"1";"3"
"L8019471951";2025;30039;30;"1";"2";"2";"2"
"L8519501962";2025;14081;14;"";"";"";"2"
"L8819621951";2025;13092;13;"3";"3";"2";"3"
"L8719941958";2025;30065;30;"1";"2";"1";"2"
"L3220451952";2025;32160;32;"1";"2";"2";"3"
"L4220461960";2025;32164;32;"3";"3";"3";"3"
"L1220531954";2025;20096;20;"2";"2";"1";"3"
"L4320641952";2025;18069;18;"3";"2";"2";"2"
"L2320641958";2025;45041;45;"1";"3";"3";"3"
"L4720891962";2025;25028;25;"1";"1";"1";"1"
"L4221081957";2025;47003;47;"2";"2";"1";"1"
"L6721351959";2025;52505;52;"3";"2";"3";"1"
"L4921481951";2025;16050;16;"3";"1";"1";"2"
"L9321531954";2025;39143;39;"3";"1";"1";"1"
"L7321541955";2025;17842;17;"2";"2";"2";"2"
"L7421601957";2025;38080;38;"2";"2";"1";"3"
"L6721621954";2025;55024;55;"2";"3";"1";"1"
"L2722541959";2025;21053;21;"3";"2";"2";"3"
"L7622571954";2025;55062;55;"3";"3";"3";"3"
"L4122771956";2025;41068;41;"1";"1";"2";"2"
"L5722801951";2025;46107;46;"3";"3";"1";"3"
"L1923041951";2025;56424;56;"3";"2";"1";"1"
"L5023071953";2025;56718;56;"3";"2";"1";"3"
"L8223071962";2025;41000;41;"2";"1";"1";"1"
"L9823251955";2025;55042;55;"1";"2";"1";"1"
"L2123261960";2025;38167;38;"2";"3";"2";"2"
"L1123311952";2025;22037;22;"3";"1";"1";"1"
"L1523471953";2025;56310;56;"2";"3";"3";"3"
"L8823811955";2025;56208;56;"2";"1";"1";"2"
"L8623891962";2025;50921;50;"2";"1";"2";"2"
"L2024311951";2025;11065;11;"3";"3";"1";"3"
"L0524391956";2025;45008;45;"3";"2";"1";"1"
"L5624401957";2025;50202;50;"3";"2";"1";"2"
"L8624691957";2025;44046;44;"3";"2";"1";"2"
"L6224701954";2025;50833;50;"1";"2";"2";"1"
"L1924701962";2025;44022;44;"1";"2";"1";"1"
"L2524751959";2025;37101;37;"1";"2";"2";"1"
"L8424901952";2025;55105;55;"2";"2";"2";"2"
"L9824931958";2025;50524;50;"3";"3";"";"3"
"L7125271958";2025;52175;52;"1";"2";"2";"2"
"L6825371952";2025;33024;33;"1";"2";"1";"2"
"L6026081951";2025;49014;49;"3";"3";"1";"3"
"L1326271954";2025;47304;47;"2";"3";"2";"3"
"L9426411959";2025;26303;26;"1";"1";"1";"1"
"L4526641957";2025;32165;32;"3";"3";"2";"2"
"L8326721957";2025;55085;55;"2";"2";"2";"2"
"L3727031951";2025;17823;17;"1";"2";"1";"3"
"L3227141957";2025;25053;25;"2";"2";"2";"3"
"L7227231959";2025;17077;17;"2";"";"";""
"L0227691953";2025;38004;38;"3";"2";"2";"2"
"L6527901960";2025;21030;21;"3";"2";"1";"1"
"L3628001962";2025;45021;45;"2";"1";"1";"1"
"L0128351959";2025;11021;11;"2";"2";"1";"1"
"L9428781959";2025;21056;21;"3";"3";"3";"3"
